,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT
773,13776,"Sullivan County, IN",1398,2016,18,153,14.2,2640
774,7654,"Switzerland County, IN",961,2016,18,155,17.2,1780
775,138116,"Tippecanoe County, IN",16330,2016,18,157,17.6,30478
776,11085,"Tipton County, IN",972,2016,18,159,8.5,1268
777,5269,"Union County, IN",548,2016,18,161,12.8,912
778,134231,"Vanderburgh County, IN",12807,2016,18,163,17.4,30462
779,11387,"Vermillion County, IN",1104,2016,18,165,13.3,2039
780,74546,"Vigo County, IN",7731,2016,18,167,17.8,17567
781,21558,"Wabash County, IN",2367,2016,18,169,11.5,3428
782,5997,"Warren County, IN",523,2016,18,171,9.1,731
783,48313,"Warrick County, IN",3572,2016,18,173,7.5,4615
784,20536,"Washington County, IN",2336,2016,18,175,14.3,3898
785,46343,"Wayne County, IN",5813,2016,18,177,17,10859
786,21014,"Wells County, IN",1780,2016,18,179,9.7,2663
787,16812,"White County, IN",2204,2016,18,181,10.9,2571
788,25352,"Whitley County, IN",2249,2016,18,183,9,2954
789,5178,"Adair County, IA",246,2016,19,001,10.7,740
790,2677,"Adams County, IA",172,2016,19,003,12.3,452
791,9832,"Allamakee County, IA",758,2016,19,005,13.2,1786
792,9025,"Appanoose County, IA",552,2016,19,007,18.7,2304
793,3992,"Audubon County, IA",245,2016,19,009,11.1,616
794,20260,"Benton County, IA",855,2016,19,011,7.8,1975
795,101819,"Black Hawk County, IA",5661,2016,19,013,16.1,20556
796,20700,"Boone County, IA",881,2016,19,015,9.2,2389
797,18128,"Bremer County, IA",642,2016,19,017,6.7,1557
798,16371,"Buchanan County, IA",823,2016,19,019,10.1,2084
799,14727,"Buena Vista County, IA",1514,2016,19,021,12.1,2338
800,10920,"Butler County, IA",517,2016,19,023,9.8,1416
801,6708,"Calhoun County, IA",371,2016,19,025,12.4,1138
802,15660,"Carroll County, IA",627,2016,19,027,8.8,1762
803,9547,"Cass County, IA",587,2016,19,029,12.8,1654
804,14358,"Cedar County, IA",569,2016,19,031,6.6,1207
805,32132,"Cerro Gordo County, IA",1402,2016,19,033,11.7,4907
806,8060,"Cherokee County, IA",487,2016,19,035,10.9,1213
807,9059,"Chickasaw County, IA",523,2016,19,037,10.9,1303
808,7031,"Clarke County, IA",418,2016,19,039,11.6,1061
809,12363,"Clay County, IA",581,2016,19,041,9.1,1457
810,12776,"Clayton County, IA",853,2016,19,043,9.9,1709
811,36444,"Clinton County, IA",1559,2016,19,045,13.5,6272
812,12593,"Crawford County, IA",1287,2016,19,047,14.1,2345
813,72463,"Dallas County, IA",2817,2016,19,049,4.9,4118
814,6610,"Davis County, IA",618,2016,19,051,12.9,1125
815,5467,"Decatur County, IA",386,2016,19,053,20,1469
816,13324,"Delaware County, IA",694,2016,19,055,9.5,1626
817,29811,"Des Moines County, IA",1512,2016,19,057,16.1,6300
818,12386,"Dickinson County, IA",535,2016,19,059,7.8,1332
819,74353,"Dubuque County, IA",3175,2016,19,061,10.5,9738
820,6773,"Emmet County, IA",511,2016,19,063,10.9,1002
821,14360,"Fayette County, IA",811,2016,19,065,12.8,2449
822,11619,"Floyd County, IA",689,2016,19,067,12.9,2004
823,7455,"Franklin County, IA",549,2016,19,069,11.6,1157
824,5155,"Fremont County, IA",242,2016,19,071,11.6,790
825,6648,"Greene County, IA",361,2016,19,073,11.2,998
826,9443,"Grundy County, IA",345,2016,19,075,6.3,768
827,7811,"Guthrie County, IA",458,2016,19,077,9.9,1036
828,11333,"Hamilton County, IA",626,2016,19,079,9.3,1383
829,8088,"Hancock County, IA",416,2016,19,081,8.8,947
830,12319,"Hardin County, IA",677,2016,19,083,11,1807
831,10678,"Harrison County, IA",562,2016,19,085,10.9,1518
832,14107,"Henry County, IA",695,2016,19,087,12.4,2279
833,6911,"Howard County, IA",420,2016,19,089,9.8,900
834,7147,"Humboldt County, IA",350,2016,19,091,10,928
835,5148,"Ida County, IA",253,2016,19,093,10.2,696
836,12664,"Iowa County, IA",532,2016,19,095,7.2,1156
837,14565,"Jackson County, IA",806,2016,19,097,13,2497
838,27282,"Jasper County, IA",1120,2016,19,099,10.1,3542
839,11957,"Jefferson County, IA",938,2016,19,101,14,2311
840,117111,"Johnson County, IA",6676,2016,19,103,17,23460
841,14740,"Jones County, IA",725,2016,19,105,10.5,2012
842,7460,"Keokuk County, IA",487,2016,19,107,12,1199
843,11108,"Kossuth County, IA",511,2016,19,109,11.4,1696
844,25456,"Lee County, IA",1142,2016,19,111,14,4643
845,178675,"Linn County, IA",6611,2016,19,113,10,21613
846,8421,"Louisa County, IA",722,2016,19,115,11.4,1253
847,6358,"Lucas County, IA",355,2016,19,117,14.9,1268
848,9126,"Lyon County, IA",530,2016,19,119,7.3,840
849,12553,"Madison County, IA",600,2016,19,121,7.8,1218
850,16989,"Mahaska County, IA",788,2016,19,123,12.3,2640
851,25351,"Marion County, IA",990,2016,19,125,8.5,2725
852,29632,"Marshall County, IA",2422,2016,19,127,12.2,4755
853,11612,"Mills County, IA",495,2016,19,129,8.8,1276
854,7832,"Mitchell County, IA",532,2016,19,131,10.1,1064
855,6239,"Monona County, IA",364,2016,19,133,12.8,1111
856,5921,"Monroe County, IA",341,2016,19,135,12.5,968
857,7477,"Montgomery County, IA",477,2016,19,137,12.9,1287
858,33623,"Muscatine County, IA",2014,2016,19,139,10.8,4540
859,10460,"O'Brien County, IA",554,2016,19,141,10.1,1381
860,4453,"Osceola County, IA",312,2016,19,143,10.5,625
861,10220,"Page County, IA",592,2016,19,145,14.7,2046
862,6570,"Palo Alto County, IA",345,2016,19,147,10.3,899
863,19594,"Plymouth County, IA",981,2016,19,149,8.4,2091
864,4925,"Pocahontas County, IA",315,2016,19,151,11.8,792
865,388794,"Polk County, IA",20758,2016,19,153,10.9,50628
866,72445,"Pottawattamie County, IA",3869,2016,19,155,10.3,9395
867,12681,"Poweshiek County, IA",699,2016,19,157,11,1863
868,3493,"Ringgold County, IA",270,2016,19,159,14.3,696
869,7169,"Sac County, IA",399,2016,19,161,11.6,1124
870,137870,"Scott County, IA",6038,2016,19,163,13.4,22602
871,8680,"Shelby County, IA",424,2016,19,165,9,1037
872,25991,"Sioux County, IA",1583,2016,19,167,7.3,2374
873,71898,"Story County, IA",3529,2016,19,169,19.2,16340
874,12913,"Tama County, IA",887,2016,19,171,12.1,2063
875,4502,"Taylor County, IA",312,2016,19,173,12.3,751
876,9140,"Union County, IA",472,2016,19,175,13.2,1586
877,5299,"Van Buren County, IA",361,2016,19,177,14.5,1047
878,26032,"Wapello County, IA",2000,2016,19,179,16.6,5634
879,39511,"Warren County, IA",1338,2016,19,181,6.8,3263
880,16964,"Washington County, IA",944,2016,19,183,9.9,2161
881,4600,"Wayne County, IA",368,2016,19,185,17.9,1134
882,26321,"Webster County, IA",1383,2016,19,187,14.3,4874
883,7764,"Winnebago County, IA",334,2016,19,189,10.5,1072
884,13896,"Winneshiek County, IA",620,2016,19,191,9.4,1709
885,79254,"Woodbury County, IA",6143,2016,19,193,13.3,13318
886,5717,"Worth County, IA",271,2016,19,195,8.9,662
887,9216,"Wright County, IA",635,2016,19,197,12.6,1578
888,8969,"Allen County, KS",866,2016,20,001,15.5,1907
889,5438,"Anderson County, KS",649,2016,20,003,12.9,992
890,11604,"Atchison County, KS",920,2016,20,005,15.8,2398
891,3233,"Barber County, KS",420,2016,20,007,12,559
892,18822,"Barton County, KS",2642,2016,20,009,13.9,3621
893,10371,"Bourbon County, KS",1172,2016,20,011,17.4,2465
894,6875,"Brown County, KS",813,2016,20,013,13.3,1272
895,51071,"Butler County, KS",4384,2016,20,015,8.9,5745
896,1725,"Chase County, KS",195,2016,20,017,11.4,287
897,2092,"Chautauqua County, KS",399,2016,20,019,17.5,574
898,14566,"Cherokee County, KS",1750,2016,20,021,15.8,3148
899,1705,"Cheyenne County, KS",243,2016,20,023,11.2,292
900,1438,"Clark County, KS",176,2016,20,025,11.5,231
901,5846,"Clay County, KS",425,2016,20,027,10.3,819
902,6193,"Cloud County, KS",664,2016,20,029,13.2,1142
903,6216,"Coffey County, KS",498,2016,20,031,10.4,861
904,1211,"Comanche County, KS",163,2016,20,033,11.7,208
905,24909,"Cowley County, KS",2936,2016,20,035,14,4706
906,28178,"Crawford County, KS",3620,2016,20,037,22.3,8318
907,1794,"Decatur County, KS",234,2016,20,039,14.8,404
908,13859,"Dickinson County, KS",1402,2016,20,041,11.1,2084
909,5309,"Doniphan County, KS",568,2016,20,043,13.7,989
910,88029,"Douglas County, KS",10098,2016,20,045,15.8,17501
911,1952,"Edwards County, KS",362,2016,20,047,11.2,325
912,1545,"Elk County, KS",241,2016,20,049,17.9,447
913,21928,"Ellis County, KS",2004,2016,20,051,12.4,3453
914,3851,"Ellsworth County, KS",321,2016,20,053,10.2,545
915,27638,"Finney County, KS",4524,2016,20,055,14.3,5155
916,24733,"Ford County, KS",4762,2016,20,057,13.4,4453
917,19388,"Franklin County, KS",1604,2016,20,059,11.9,2987
918,28778,"Geary County, KS",2827,2016,20,061,11.6,4031
919,1704,"Gove County, KS",248,2016,20,063,10.4,264
920,1675,"Graham County, KS",227,2016,20,065,12.3,311
921,5504,"Grant County, KS",1130,2016,20,067,12,909
922,4314,"Gray County, KS",783,2016,20,069,8.2,487
923,863,"Greeley County, KS",151,2016,20,071,11.7,149
924,4093,"Greenwood County, KS",504,2016,20,073,14.8,895
925,1723,"Hamilton County, KS",466,2016,20,075,13.5,341
926,3799,"Harper County, KS",590,2016,20,077,14.6,809
927,24854,"Harvey County, KS",2633,2016,20,079,10.5,3528
928,2793,"Haskell County, KS",670,2016,20,081,10.1,402
929,1243,"Hodgeman County, KS",168,2016,20,083,9.9,183
930,9776,"Jackson County, KS",998,2016,20,085,8.9,1173
931,14050,"Jefferson County, KS",1332,2016,20,087,9.5,1765
932,1811,"Jewell County, KS",239,2016,20,089,12.7,363
933,474239,"Johnson County, KS",32291,2016,20,091,5.6,32380
934,2762,"Kearny County, KS",541,2016,20,093,11.6,444
935,5216,"Kingman County, KS",490,2016,20,095,10.7,778
936,1601,"Kiowa County, KS",228,2016,20,097,13,302
937,14660,"Labette County, KS",1695,2016,20,099,20.8,4161
938,1100,"Lane County, KS",153,2016,20,101,10.1,164
939,59347,"Leavenworth County, KS",4152,2016,20,103,8.8,6464
940,2124,"Lincoln County, KS",245,2016,20,105,12.4,373
941,6594,"Linn County, KS",879,2016,20,107,16.6,1569
942,2052,"Logan County, KS",206,2016,20,109,9.9,275
943,23910,"Lyon County, KS",3513,2016,20,111,16.3,5212
944,20656,"McPherson County, KS",1996,2016,20,113,9.7,2704
945,7864,"Marion County, KS",1033,2016,20,115,11.2,1271
946,6993,"Marshall County, KS",653,2016,20,117,10.3,995
947,2884,"Meade County, KS",473,2016,20,119,10.9,444
948,25578,"Miami County, KS",1814,2016,20,121,8.2,2644
949,4251,"Mitchell County, KS",401,2016,20,123,11.9,712
950,22503,"Montgomery County, KS",3006,2016,20,125,18.9,5953
951,3771,"Morris County, KS",404,2016,20,127,11.8,646
952,1970,"Morton County, KS",303,2016,20,129,12.4,342
953,7512,"Nemaha County, KS",623,2016,20,131,9.3,928
954,11608,"Neosho County, KS",1075,2016,20,133,16.4,2552
955,1934,"Ness County, KS",289,2016,20,135,11.3,325
956,3300,"Norton County, KS",343,2016,20,137,13.7,640
957,11535,"Osage County, KS",1213,2016,20,139,10.9,1707
958,2365,"Osborne County, KS",348,2016,20,141,14.2,501
959,4343,"Ottawa County, KS",394,2016,20,143,10.7,618
960,4048,"Pawnee County, KS",408,2016,20,145,14.7,840
961,3765,"Phillips County, KS",427,2016,20,147,12.6,673
962,18900,"Pottawatomie County, KS",1474,2016,20,149,8.2,1917
963,6733,"Pratt County, KS",788,2016,20,151,11.4,1048
964,1602,"Rawlins County, KS",253,2016,20,153,12.4,310
965,43701,"Reno County, KS",5013,2016,20,155,14.7,8844
966,3021,"Republic County, KS",344,2016,20,157,11.4,524
967,6681,"Rice County, KS",802,2016,20,159,12.8,1167
968,53405,"Riley County, KS",5104,2016,20,161,18.2,11709
969,3567,"Rooks County, KS",403,2016,20,163,11.9,592
970,2072,"Rush County, KS",228,2016,20,165,12,360
971,4725,"Russell County, KS",616,2016,20,167,14.5,1002
972,40098,"Saline County, KS",4811,2016,20,169,12,6426
973,3589,"Scott County, KS",459,2016,20,171,7.5,370
974,387523,"Sedgwick County, KS",48714,2016,20,173,14.9,75334
975,15877,"Seward County, KS",4111,2016,20,175,13.6,3017
976,131462,"Shawnee County, KS",13191,2016,20,177,10.9,18931
977,1600,"Sheridan County, KS",302,2016,20,179,11.5,284
978,4230,"Sherman County, KS",484,2016,20,181,14.4,841
979,2330,"Smith County, KS",299,2016,20,183,14.2,507
980,2806,"Stafford County, KS",492,2016,20,185,13.3,547
981,1412,"Stanton County, KS",270,2016,20,187,10.9,220
982,4061,"Stevens County, KS",709,2016,20,189,10,551
983,17099,"Sumner County, KS",1753,2016,20,191,13.5,3091
984,5791,"Thomas County, KS",588,2016,20,193,10.5,787
985,1962,"Trego County, KS",174,2016,20,195,11,309
986,5108,"Wabaunsee County, KS",427,2016,20,197,8.1,549
987,1047,"Wallace County, KS",116,2016,20,199,12.1,179
988,3692,"Washington County, KS",511,2016,20,201,10.8,588
989,1378,"Wichita County, KS",330,2016,20,203,11.7,244
990,6043,"Wilson County, KS",735,2016,20,205,16.4,1402
991,2156,"Woodson County, KS",277,2016,20,207,18.4,571
992,117996,"Wyandotte County, KS",24087,2016,20,209,19.4,31432
993,13436,"Adair County, KY",1037,2016,21,001,26.1,4633
994,15797,"Allen County, KY",1127,2016,21,003,18.6,3790
995,17830,"Anderson County, KY",907,2016,21,005,10.6,2335
996,6000,"Ballard County, KY",360,2016,21,007,16.2,1277
997,33409,"Barren County, KY",2470,2016,21,009,21.8,9397
998,9391,"Bath County, KY",762,2016,21,011,24.9,3034
999,19641,"Bell County, KY",1560,2016,21,013,38.7,10096
1000,108620,"Boone County, KY",4303,2016,21,015,7.6,9662
1001,14904,"Bourbon County, KY",1239,2016,21,017,17.6,3466
1002,35499,"Boyd County, KY",1886,2016,21,019,18.2,8356
1003,20305,"Boyle County, KY",1145,2016,21,021,17.1,4562
1004,6586,"Bracken County, KY",419,2016,21,023,16.7,1386
1005,10047,"Breathitt County, KY",752,2016,21,025,34.3,4466
1006,14672,"Breckinridge County, KY",1232,2016,21,027,17.3,3386
1007,64068,"Bullitt County, KY",3182,2016,21,029,10.4,8144
1008,9562,"Butler County, KY",766,2016,21,031,17.8,2234
1009,9372,"Caldwell County, KY",573,2016,21,033,20.4,2523
1010,26971,"Calloway County, KY",2070,2016,21,035,21.2,7430
1011,72675,"Campbell County, KY",3751,2016,21,037,12.5,11120
1012,3524,"Carlisle County, KY",280,2016,21,039,14.5,693
1013,8212,"Carroll County, KY",566,2016,21,041,20.8,2152
1014,20196,"Carter County, KY",1436,2016,21,043,22.6,5932
1015,11225,"Casey County, KY",1004,2016,21,045,27.8,4260
1016,54449,"Christian County, KY",3777,2016,21,047,20.8,13938
1017,27802,"Clark County, KY",1550,2016,21,049,15.9,5618
1018,14520,"Clay County, KY",1263,2016,21,051,42.1,7945
1019,7482,"Clinton County, KY",639,2016,21,053,25.3,2538
1020,6747,"Crittenden County, KY",442,2016,21,055,18.6,1660
1021,4883,"Cumberland County, KY",355,2016,21,057,25.3,1679
1022,77251,"Daviess County, KY",4122,2016,21,059,16.4,15895
1023,8865,"Edmonson County, KY",705,2016,21,061,22.3,2668
1024,4761,"Elliott County, KY",322,2016,21,063,30.7,1998
1025,10711,"Estill County, KY",785,2016,21,065,27.3,3852
1026,247892,"Fayette County, KY",19479,2016,21,067,17.9,54406
1027,11039,"Fleming County, KY",872,2016,21,069,21.2,3066
1028,28071,"Floyd County, KY",2171,2016,21,071,30.4,11137
1029,37739,"Franklin County, KY",2582,2016,21,073,13.7,6708
1030,4233,"Fulton County, KY",256,2016,21,075,30,1712
1031,6952,"Gallatin County, KY",525,2016,21,077,14.5,1238
1032,13212,"Garrard County, KY",1019,2016,21,079,16.3,2784
1033,19934,"Grant County, KY",1165,2016,21,081,15.6,3787
1034,27960,"Graves County, KY",2176,2016,21,083,20.7,7571
1035,19430,"Grayson County, KY",1447,2016,21,085,22.1,5585
1036,8044,"Green County, KY",664,2016,21,087,20.4,2223
1037,27004,"Greenup County, KY",1434,2016,21,089,17.4,6131
1038,6954,"Hancock County, KY",317,2016,21,091,12.6,1100
1039,85197,"Hardin County, KY",4492,2016,21,093,13.8,14306
1040,20356,"Harlan County, KY",1466,2016,21,095,37.1,9889
1041,14407,"Harrison County, KY",953,2016,21,097,15.3,2820
1042,14105,"Hart County, KY",1133,2016,21,099,21.8,3998
1043,35746,"Henderson County, KY",2106,2016,21,101,17.1,7739
1044,12153,"Henry County, KY",893,2016,21,103,18.5,2886
1045,3138,"Hickman County, KY",219,2016,21,105,20.1,884
1046,34833,"Hopkins County, KY",2133,2016,21,107,18.3,8154
1047,10231,"Jackson County, KY",789,2016,21,109,31.9,4213
1048,602072,"Jefferson County, KY",35430,2016,21,111,14.9,111467
1049,40668,"Jessamine County, KY",2813,2016,21,113,15.9,8014
1050,17220,"Johnson County, KY",1221,2016,21,115,25.9,5814
1051,134098,"Kenton County, KY",7280,2016,21,117,12.6,20493
1052,11327,"Knott County, KY",841,2016,21,119,38.2,5659
1053,23584,"Knox County, KY",1701,2016,21,121,39.2,12097
1054,10569,"Larue County, KY",736,2016,21,123,16.9,2312
1055,46609,"Laurel County, KY",3236,2016,21,125,23.2,13782
1056,12271,"Lawrence County, KY",840,2016,21,127,27.1,4251
1057,4847,"Lee County, KY",318,2016,21,129,39,2487
1058,7865,"Leslie County, KY",577,2016,21,131,31.8,3265
1059,17113,"Letcher County, KY",1275,2016,21,133,31.6,7113
1060,10085,"Lewis County, KY",832,2016,21,135,26.8,3545
1061,18313,"Lincoln County, KY",1477,2016,21,137,22.9,5499
1062,6822,"Livingston County, KY",436,2016,21,139,14.5,1329
1063,20103,"Logan County, KY",1441,2016,21,141,17.5,4581
1064,4842,"Lyon County, KY",285,2016,21,143,16.4,1152
1065,49022,"McCracken County, KY",2975,2016,21,145,18.7,11962
1066,12084,"McCreary County, KY",1024,2016,21,147,39.3,6168
1067,7077,"McLean County, KY",504,2016,21,149,17.3,1619
1068,67585,"Madison County, KY",4003,2016,21,151,21.3,17680
1069,9645,"Magoffin County, KY",847,2016,21,153,31.9,3993
1070,14795,"Marion County, KY",918,2016,21,155,20.1,3750
1071,22974,"Marshall County, KY",1394,2016,21,157,12.1,3734
1072,8046,"Martin County, KY",621,2016,21,159,39.3,4115
1073,13116,"Mason County, KY",798,2016,21,161,19.4,3256
1074,22782,"Meade County, KY",1284,2016,21,163,13.4,3716
1075,4670,"Menifee County, KY",457,2016,21,165,24.1,1513
1076,16239,"Mercer County, KY",1098,2016,21,167,14.5,3088
1077,7482,"Metcalfe County, KY",579,2016,21,169,22.7,2244
1078,7706,"Monroe County, KY",749,2016,21,171,23.2,2409
1079,21631,"Montgomery County, KY",1489,2016,21,173,17.9,4881
1080,8666,"Morgan County, KY",762,2016,21,175,27.2,3109
1081,22323,"Muhlenberg County, KY",1524,2016,21,177,19.6,5732
1082,36716,"Nelson County, KY",1944,2016,21,179,11.6,5236
1083,5385,"Nicholas County, KY",394,2016,21,181,19.8,1376
1084,18656,"Ohio County, KY",1211,2016,21,183,20.3,4865
1085,51322,"Oldham County, KY",1885,2016,21,185,5.9,3582
1086,8242,"Owen County, KY",523,2016,21,187,18.2,1923
1087,3349,"Owsley County, KY",253,2016,21,189,45.2,1980
1088,11549,"Pendleton County, KY",723,2016,21,191,14.4,2069
1089,21044,"Perry County, KY",1279,2016,21,193,30.9,8254
1090,44906,"Pike County, KY",3527,2016,21,195,31.4,18486
1091,9523,"Powell County, KY",670,2016,21,197,26.5,3185
1092,48178,"Pulaski County, KY",3164,2016,21,199,18.9,11876
1093,1555,"Robertson County, KY",101,2016,21,201,24.6,514
1094,12734,"Rockcastle County, KY",866,2016,21,203,24.2,3991
1095,16878,"Rowan County, KY",1089,2016,21,205,25.4,5389
1096,12983,"Russell County, KY",1125,2016,21,207,25,4361
1097,44208,"Scott County, KY",2187,2016,21,209,10.4,5400
1098,35795,"Shelby County, KY",2759,2016,21,211,11.5,5178
1099,13956,"Simpson County, KY",796,2016,21,213,15.1,2663
1100,15066,"Spencer County, KY",801,2016,21,215,8.8,1601
1101,18263,"Taylor County, KY",1217,2016,21,217,21.3,5098
1102,9269,"Todd County, KY",825,2016,21,219,20.4,2457
1103,10298,"Trigg County, KY",740,2016,21,221,14.5,2046
1104,6753,"Trimble County, KY",405,2016,21,223,14.8,1263
1105,11619,"Union County, KY",847,2016,21,225,18.6,2723
1106,97260,"Warren County, KY",6534,2016,21,227,18.5,22037
1107,9027,"Washington County, KY",716,2016,21,229,15.7,1851
1108,14966,"Wayne County, KY",1173,2016,21,231,26.9,5390
1109,9872,"Webster County, KY",839,2016,21,233,17.9,2311
1110,26972,"Whitley County, KY",1762,2016,21,235,29.3,10026
1111,5311,"Wolfe County, KY",395,2016,21,237,32.2,2252
1112,20058,"Woodford County, KY",1307,2016,21,239,12.1,3099
1113,46274,"Acadia Parish, LA",6945,2016,22,001,23.1,14228
1114,15938,"Allen Parish, LA",2206,2016,22,003,21.4,4588
1115,98264,"Ascension Parish, LA",8909,2016,22,005,10.7,12864
1116,16712,"Assumption Parish, LA",2059,2016,22,007,21.2,4761
1117,27757,"Avoyelles Parish, LA",3818,2016,22,009,25.9,9758
1118,26251,"Beauregard Parish, LA",3954,2016,22,011,14.8,5243
1119,9774,"Bienville Parish, LA",1246,2016,22,013,23.5,3171
1120,96797,"Bossier Parish, LA",9957,2016,22,015,16.7,20555
1121,179788,"Caddo Parish, LA",24641,2016,22,017,26.4,63909
1122,149928,"Calcasieu Parish, LA",18790,2016,22,019,19.9,39035
1123,6799,"Caldwell Parish, LA",1047,2016,22,021,22.6,2144
1124,5121,"Cameron Parish, LA",644,2016,22,023,12.3,841
1125,6413,"Catahoula Parish, LA",1021,2016,22,025,27.5,2485
1126,9106,"Claiborne Parish, LA",1355,2016,22,027,34.9,4593
1127,13384,"Concordia Parish, LA",1860,2016,22,029,28.5,5239
1128,19614,"De Soto Parish, LA",2691,2016,22,031,21.1,5669
1129,337144,"East Baton Rouge Parish, LA",40062,2016,22,033,19.9,86888
1130,4601,"East Carroll Parish, LA",575,2016,22,035,43.5,2686
1131,12563,"East Feliciana Parish, LA",1427,2016,22,037,20,3459
1132,24205,"Evangeline Parish, LA",3352,2016,22,039,29.4,9463
1133,13840,"Franklin Parish, LA",2445,2016,22,041,29.2,5728
1134,14357,"Grant Parish, LA",1922,2016,22,043,21.5,4160
1135,54247,"Iberia Parish, LA",7871,2016,22,045,23.4,16885
1136,21773,"Iberville Parish, LA",2574,2016,22,047,22.8,6615
1137,10377,"Jackson Parish, LA",1515,2016,22,049,21.2,3122
1138,312477,"Jefferson Parish, LA",50975,2016,22,051,16.1,69610
1139,22801,"Jefferson Davis Parish, LA",3329,2016,22,053,19.3,5933
1140,183125,"Lafayette Parish, LA",24568,2016,22,055,18.1,42781
1141,69646,"Lafourche Parish, LA",13018,2016,22,057,17.1,16447
1142,10123,"La Salle Parish, LA",1367,2016,22,059,19.3,2653
1143,31836,"Lincoln Parish, LA",5036,2016,22,061,30.2,12959
1144,109368,"Livingston Parish, LA",12430,2016,22,063,12.6,17396
1145,7524,"Madison Parish, LA",918,2016,22,065,41.3,4103
1146,18371,"Morehouse Parish, LA",2390,2016,22,067,28.7,7237
1147,26605,"Natchitoches Parish, LA",4258,2016,22,069,31.9,11773
1148,289788,"Orleans Parish, LA",38100,2016,22,071,24.1,91421
1149,115521,"Ouachita Parish, LA",14557,2016,22,073,24.5,37014
1150,17500,"Plaquemines Parish, LA",2746,2016,22,075,15.4,3575
1151,15750,"Pointe Coupee Parish, LA",2053,2016,22,077,19.7,4332
1152,95149,"Rapides Parish, LA",13451,2016,22,079,19.9,25575
1153,6164,"Red River Parish, LA",803,2016,22,081,26.3,2194
1154,14220,"Richland Parish, LA",2033,2016,22,083,27.2,5299
1155,16236,"Sabine Parish, LA",2879,2016,22,085,18.5,4352
1156,35769,"St. Bernard Parish, LA",4647,2016,22,087,23.5,10604
1157,41635,"St. Charles Parish, LA",3853,2016,22,089,13.1,6812
1158,7280,"St. Helena Parish, LA",1166,2016,22,091,24.7,2558
1159,16134,"St. James Parish, LA",1714,2016,22,093,19,4038
1160,33168,"St. John the Baptist Parish, LA",4031,2016,22,095,18.5,7959
1161,61804,"St. Landry Parish, LA",8414,2016,22,097,26.6,21994
1162,40053,"St. Martin Parish, LA",5576,2016,22,099,18.5,9830
1163,37437,"St. Mary Parish, LA",5940,2016,22,101,22.2,11371
1164,190389,"St. Tammany Parish, LA",21329,2016,22,103,9.8,24598
1165,96786,"Tangipahoa Parish, LA",12782,2016,22,105,21.5,27350
1166,3041,"Tensas Parish, LA",504,2016,22,107,31.6,1444
1167,81427,"Terrebonne Parish, LA",15384,2016,22,109,21.1,23521
1168,15439,"Union Parish, LA",2282,2016,22,111,20.2,4422
1169,44683,"Vermilion Parish, LA",6624,2016,22,113,19.6,11669
1170,37875,"Vernon Parish, LA",4666,2016,22,115,14.9,7191
1171,32055,"Washington Parish, LA",4837,2016,22,117,27.8,12371
1172,27520,"Webster Parish, LA",3647,2016,22,119,24.1,9276
1173,19972,"West Baton Rouge Parish, LA",1896,2016,22,121,16.8,4231
1174,7446,"West Carroll Parish, LA",1188,2016,22,123,23.8,2535
1175,7452,"West Feliciana Parish, LA",710,2016,22,125,23.7,2372
1176,9106,"Winn Parish, LA",1257,2016,22,127,24.3,3080
1177,78277,"Androscoggin County, ME",8112,2016,23,001,12.7,13210
1178,45243,"Aroostook County, ME",5881,2016,23,003,16.3,10804
1179,218168,"Cumberland County, ME",18481,2016,23,005,10,28431
1180,20006,"Franklin County, ME",2614,2016,23,007,14.3,4111
1181,36528,"Hancock County, ME",4800,2016,23,009,11,5877
1182,86644,"Kennebec County, ME",9417,2016,23,011,14.1,16479
1183,26041,"Knox County, ME",3188,2016,23,013,11.4,4376
1184,21717,"Lincoln County, ME",3051,2016,23,015,11.3,3818
1185,39736,"Oxford County, ME",4839,2016,23,017,13.4,7565
1186,104115,"Penobscot County, ME",14179,2016,23,019,14.8,21460
1187,10656,"Piscataquis County, ME",1651,2016,23,021,18.9,3136
1188,25410,"Sagadahoc County, ME",2383,2016,23,023,9.3,3245
1189,34876,"Somerset County, ME",4767,2016,23,025,19.5,9749
1190,26751,"Waldo County, ME",3620,2016,23,027,14.3,5514
1191,19379,"Washington County, ME",3815,2016,23,029,18.4,5615
1192,147600,"York County, ME",14938,2016,23,031,8.1,16132
1193,48278,"Allegany County, MD",3310,2016,24,001,17.2,11090
1194,449527,"Anne Arundel County, MD",25128,2016,24,003,7,38816
1195,634013,"Baltimore County, MD",43890,2016,24,005,9,72978
1196,74730,"Calvert County, MD",3260,2016,24,009,5.8,5282
1197,25052,"Caroline County, MD",2406,2016,24,011,15.3,4955
1198,131969,"Carroll County, MD",5977,2016,24,013,5.5,8990
1199,81272,"Cecil County, MD",5812,2016,24,015,10,10099
1200,130592,"Charles County, MD",6855,2016,24,017,7.4,11536
1201,23370,"Dorchester County, MD",1980,2016,24,019,17.4,5531
1202,198943,"Frederick County, MD",11655,2016,24,021,6.9,16793
1203,21375,"Garrett County, MD",1655,2016,24,023,12.8,3692
1204,200181,"Harford County, MD",10156,2016,24,025,7.2,17769
1205,262031,"Howard County, MD",12013,2016,24,027,5.2,16536
1206,12410,"Kent County, MD",1115,2016,24,029,14,2565
1207,820601,"Montgomery County, MD",65571,2016,24,031,6.9,71252
