,NIC_PT,NAME,NUI_PT,time,state,county,SAEPOVRTALL_PT,SAEPOVALL_PT
1576,13059,"Ste. Genevieve County, MO",1591,2016,29,186,11.7,2069
1577,44159,"St. Francois County, MO",5352,2016,29,187,16.3,9726
1578,749422,"St. Louis County, MO",66336,2016,29,189,9.2,90126
1579,15561,"Saline County, MO",2234,2016,29,195,15.9,3436
1580,2961,"Schuyler County, MO",581,2016,29,197,19.8,852
1581,3247,"Scotland County, MO",727,2016,29,199,16.1,778
1582,28071,"Scott County, MO",3532,2016,29,201,18.4,7004
1583,5430,"Shannon County, MO",955,2016,29,203,26.4,2133
1584,4128,"Shelby County, MO",607,2016,29,205,16.6,977
1585,20765,"Stoddard County, MO",2790,2016,29,207,19.1,5545
1586,18592,"Stone County, MO",3327,2016,29,209,12.9,3960
1587,4298,"Sullivan County, MO",744,2016,29,211,17,1049
1588,34927,"Taney County, MO",6669,2016,29,213,17,9006
1589,16039,"Texas County, MO",2698,2016,29,215,29.9,7130
1590,14104,"Vernon County, MO",2176,2016,29,217,17.5,3498
1591,24648,"Warren County, MO",3108,2016,29,219,11.8,3935
1592,16934,"Washington County, MO",2658,2016,29,221,22,5186
1593,8545,"Wayne County, MO",1454,2016,29,223,26,3370
1594,26847,"Webster County, MO",4430,2016,29,225,16.7,6189
1595,1338,"Worth County, MO",197,2016,29,227,14.2,279
1596,12196,"Wright County, MO",2282,2016,29,229,24.2,4355
1597,229741,"St. Louis city, MO",32997,2016,29,510,24.3,73250
1598,6258,"Beaverhead County, MT",762,2016,30,001,14.4,1291
1599,9282,"Big Horn County, MT",2105,2016,30,003,25.5,3368
1600,4561,"Blaine County, MT",924,2016,30,005,24.3,1581
1601,3943,"Broadwater County, MT",478,2016,30,007,10.6,604
1602,7094,"Carbon County, MT",846,2016,30,009,10.3,1071
1603,771,"Carter County, MT",119,2016,30,011,13.8,164
1604,58630,"Cascade County, MT",6647,2016,30,013,14.2,11333
1605,3858,"Chouteau County, MT",732,2016,30,015,15.7,895
1606,8579,"Custer County, MT",790,2016,30,017,11.4,1318
1607,1173,"Daniels County, MT",134,2016,30,019,10.3,176
1608,6770,"Dawson County, MT",553,2016,30,021,11.2,989
1609,5876,"Deer Lodge County, MT",598,2016,30,023,18.6,1574
1610,2438,"Fallon County, MT",170,2016,30,025,8.5,262
1611,7700,"Fergus County, MT",785,2016,30,027,14.6,1619
1612,71871,"Flathead County, MT",7557,2016,30,029,12.3,11897
1613,82953,"Gallatin County, MT",6846,2016,30,031,11.4,11526
1614,885,"Garfield County, MT",107,2016,30,033,13.8,181
1615,9255,"Glacier County, MT",2463,2016,30,035,28.3,3792
1616,534,"Golden Valley County, MT",66,2016,30,037,18.3,147
1617,2059,"Granite County, MT",298,2016,30,039,13.1,438
1618,12061,"Hill County, MT",1693,2016,30,041,19.5,3140
1619,8547,"Jefferson County, MT",808,2016,30,043,8.8,1032
1620,1313,"Judith Basin County, MT",152,2016,30,045,13.4,259
1621,19506,"Lake County, MT",3570,2016,30,047,19.2,5645
1622,50242,"Lewis and Clark County, MT",4136,2016,30,049,10.4,6858
1623,1645,"Liberty County, MT",256,2016,30,051,20.2,467
1624,12126,"Lincoln County, MT",1724,2016,30,053,18.7,3550
1625,1120,"McCone County, MT",193,2016,30,055,15.6,261
1626,4988,"Madison County, MT",634,2016,30,057,11.2,877
1627,1156,"Meagher County, MT",145,2016,30,059,18.3,322
1628,2611,"Mineral County, MT",332,2016,30,061,17.8,737
1629,87229,"Missoula County, MT",9106,2016,30,063,15.2,17206
1630,3072,"Musselshell County, MT",408,2016,30,065,17.4,790
1631,11330,"Park County, MT",1277,2016,30,067,11.7,1877
1632,322,"Petroleum County, MT",53,2016,30,069,15.1,74
1633,2741,"Phillips County, MT",456,2016,30,071,15.5,631
1634,4164,"Pondera County, MT",610,2016,30,073,18.4,1083
1635,1162,"Powder River County, MT",145,2016,30,075,10.7,183
1636,3619,"Powell County, MT",413,2016,30,077,17.5,929
1637,744,"Prairie County, MT",87,2016,30,079,12.1,140
1638,27812,"Ravalli County, MT",3559,2016,30,081,13.8,5773
1639,9166,"Richland County, MT",869,2016,30,083,7.5,859
1640,8003,"Roosevelt County, MT",1739,2016,30,085,23.9,2659
1641,6815,"Rosebud County, MT",995,2016,30,087,16.6,1525
1642,6791,"Sanders County, MT",1226,2016,30,089,17.6,2005
1643,2584,"Sheridan County, MT",282,2016,30,091,10.6,379
1644,24942,"Silver Bow County, MT",2517,2016,30,093,15.5,5193
1645,6847,"Stillwater County, MT",567,2016,30,095,8.4,784
1646,2462,"Sweet Grass County, MT",257,2016,30,097,9.8,351
1647,4141,"Teton County, MT",514,2016,30,099,14.1,824
1648,3050,"Toole County, MT",399,2016,30,101,16.8,712
1649,432,"Treasure County, MT",66,2016,30,103,10.3,71
1650,5060,"Valley County, MT",738,2016,30,105,12.5,928
1651,1331,"Wheatland County, MT",227,2016,30,107,19,390
1652,731,"Wibaux County, MT",82,2016,30,109,10.9,116
1653,119696,"Yellowstone County, MT",11016,2016,30,111,8.8,13581
1654,22659,"Adams County, NE",2246,2016,31,001,12.7,3835
1655,4298,"Antelope County, NE",548,2016,31,003,11.3,707
1656,327,"Arthur County, NE",44,2016,31,005,11.9,56
1657,491,"Banner County, NE",52,2016,31,007,12.5,100
1658,304,"Blaine County, NE",56,2016,31,009,15.5,75
1659,3793,"Boone County, NE",401,2016,31,011,10.1,525
1660,8286,"Box Butte County, NE",887,2016,31,013,11.5,1269
1661,1226,"Boyd County, NE",150,2016,31,015,14.7,283
1662,1956,"Brown County, NE",277,2016,31,017,13.8,401
1663,37408,"Buffalo County, NE",3396,2016,31,019,11.2,5287
1664,4423,"Burt County, NE",538,2016,31,021,10.7,683
1665,5778,"Butler County, NE",518,2016,31,023,8.9,702
1666,19857,"Cass County, NE",1472,2016,31,025,7.6,1920
1667,6165,"Cedar County, NE",610,2016,31,027,9.4,803
1668,2681,"Chase County, NE",429,2016,31,029,9.3,359
1669,3928,"Cherry County, NE",644,2016,31,031,11.9,685
1670,7749,"Cheyenne County, NE",591,2016,31,033,9.4,935
1671,4279,"Clay County, NE",592,2016,31,035,11.3,681
1672,7479,"Colfax County, NE",1426,2016,31,037,9.8,1005
1673,6215,"Cuming County, NE",810,2016,31,039,8.7,772
1674,7455,"Custer County, NE",937,2016,31,041,11.6,1236
1675,14541,"Dakota County, NE",2760,2016,31,043,12,2405
1676,5717,"Dawes County, NE",798,2016,31,045,16.9,1366
1677,16493,"Dawson County, NE",2917,2016,31,047,12.7,2966
1678,1237,"Deuel County, NE",164,2016,31,049,11.5,213
1679,4071,"Dixon County, NE",471,2016,31,051,8.5,480
1680,25612,"Dodge County, NE",3070,2016,31,053,11.7,4131
1681,427769,"Douglas County, NE",49376,2016,31,055,12.4,67359
1682,1156,"Dundy County, NE",193,2016,31,057,12.4,223
1683,3903,"Fillmore County, NE",361,2016,31,059,9.8,540
1684,1979,"Franklin County, NE",215,2016,31,061,13.3,393
1685,1711,"Frontier County, NE",203,2016,31,063,12.5,312
1686,3192,"Furnas County, NE",390,2016,31,065,14,656
1687,15637,"Gage County, NE",1446,2016,31,067,11.3,2430
1688,1199,"Garden County, NE",158,2016,31,069,16.3,308
1689,1276,"Garfield County, NE",137,2016,31,071,12.8,249
1690,1416,"Gosper County, NE",130,2016,31,073,9.8,189
1691,466,"Grant County, NE",45,2016,31,075,10,64
1692,1501,"Greeley County, NE",276,2016,31,077,14.3,333
1693,44471,"Hall County, NE",7153,2016,31,079,12.7,7652
1694,6935,"Hamilton County, NE",539,2016,31,081,7.7,697
1695,2298,"Harlan County, NE",271,2016,31,083,12.1,414
1696,508,"Hayes County, NE",151,2016,31,085,16.8,150
1697,1869,"Hitchcock County, NE",240,2016,31,087,12.9,360
1698,7183,"Holt County, NE",798,2016,31,089,10.6,1063
1699,459,"Hooker County, NE",42,2016,31,091,8.2,56
1700,4603,"Howard County, NE",480,2016,31,093,10.5,663
1701,4933,"Jefferson County, NE",503,2016,31,095,10.7,757
1702,2952,"Johnson County, NE",331,2016,31,097,12.6,520
1703,4849,"Kearney County, NE",427,2016,31,099,9.1,584
1704,5448,"Keith County, NE",605,2016,31,101,12.8,1019
1705,499,"Keya Paha County, NE",73,2016,31,103,16.1,127
1706,2448,"Kimball County, NE",340,2016,31,105,13,468
1707,5527,"Knox County, NE",912,2016,31,107,12.9,1076
1708,232704,"Lancaster County, NE",23240,2016,31,109,12.2,35993
1709,26207,"Lincoln County, NE",2530,2016,31,111,9.4,3272
1710,556,"Logan County, NE",85,2016,31,113,10.3,79
1711,387,"Loup County, NE",54,2016,31,115,16,94
1712,361,"McPherson County, NE",37,2016,31,117,12.2,60
1713,25640,"Madison County, NE",3067,2016,31,119,14.3,4867
1714,5644,"Merrick County, NE",575,2016,31,121,10.4,797
1715,3357,"Morrill County, NE",500,2016,31,123,16.5,775
1716,2520,"Nance County, NE",269,2016,31,125,12.5,432
1717,4829,"Nemaha County, NE",381,2016,31,127,13.4,868
1718,2840,"Nuckolls County, NE",270,2016,31,129,12.5,525
1719,11651,"Otoe County, NE",1117,2016,31,131,9.5,1489
1720,1693,"Pawnee County, NE",241,2016,31,133,15.4,400
1721,1965,"Perkins County, NE",277,2016,31,135,10.6,301
1722,6722,"Phelps County, NE",608,2016,31,137,9.2,827
1723,5362,"Pierce County, NE",422,2016,31,139,9.6,674
1724,24440,"Platte County, NE",2702,2016,31,141,9,2920
1725,3703,"Polk County, NE",383,2016,31,143,8,408
1726,7536,"Red Willow County, NE",741,2016,31,145,10.7,1100
1727,5422,"Richardson County, NE",639,2016,31,147,12.4,973
1728,915,"Rock County, NE",124,2016,31,149,13.8,186
1729,9624,"Saline County, NE",1586,2016,31,151,11.5,1526
1730,149512,"Sarpy County, NE",10004,2016,31,153,5.8,10294
1731,15963,"Saunders County, NE",1179,2016,31,155,7.4,1524
1732,25500,"Scotts Bluff County, NE",3572,2016,31,157,15.9,5645
1733,12262,"Seward County, NE",858,2016,31,159,7.9,1252
1734,3347,"Sheridan County, NE",568,2016,31,161,16.2,831
1735,1949,"Sherman County, NE",272,2016,31,163,12.3,368
1736,837,"Sioux County, NE",109,2016,31,165,15.5,192
1737,4563,"Stanton County, NE",396,2016,31,167,7.6,449
1738,3394,"Thayer County, NE",378,2016,31,169,11.2,551
1739,506,"Thomas County, NE",50,2016,31,171,13.9,99
1740,5060,"Thurston County, NE",1058,2016,31,173,25.3,1777
1741,2800,"Valley County, NE",334,2016,31,175,11.6,479
1742,15841,"Washington County, NE",945,2016,31,177,7,1405
1743,6384,"Wayne County, NE",617,2016,31,179,12,997
1744,2407,"Webster County, NE",296,2016,31,181,12.9,447
1745,546,"Wheeler County, NE",63,2016,31,183,11.4,88
1746,9691,"York County, NE",788,2016,31,185,10.5,1357
1747,16791,"Churchill County, NV",2647,2016,32,001,14.2,3371
1748,1580194,"Clark County, NV",246022,2016,32,003,14.6,311352
1749,30956,"Douglas County, NV",4230,2016,32,005,9.7,4631
1750,40440,"Elko County, NV",5953,2016,32,007,10.4,5329
1751,474,"Esmeralda County, NV",96,2016,32,009,14.8,117
1752,1505,"Eureka County, NV",114,2016,32,011,9.9,189
1753,12506,"Humboldt County, NV",2203,2016,32,013,11.9,1982
1754,4230,"Lander County, NV",639,2016,32,015,11.9,674
1755,3242,"Lincoln County, NV",474,2016,32,017,14.1,675
1756,35797,"Lyon County, NV",5767,2016,32,019,11.9,6289
1757,2892,"Mineral County, NV",410,2016,32,021,18.2,801
1758,25972,"Nye County, NV",3716,2016,32,023,15.9,6724
1759,3380,"Pershing County, NV",565,2016,32,027,17.5,847
1760,2554,"Storey County, NV",272,2016,32,029,7.8,316
1761,334517,"Washoe County, NV",44439,2016,32,031,12.5,56064
1762,6127,"White Pine County, NV",742,2016,32,033,14.7,1220
1763,35889,"Carson City, NV",5238,2016,32,510,13,6727
1764,43645,"Belknap County, NH",3872,2016,33,001,10,5949
1765,31374,"Carroll County, NH",3275,2016,33,003,10.5,4896
1766,52656,"Cheshire County, NH",4743,2016,33,005,8.6,6078
1767,20601,"Coos County, NH",2081,2016,33,007,13.8,4072
1768,60040,"Grafton County, NH",5612,2016,33,009,10.3,8463
1769,317367,"Hillsborough County, NH",25164,2016,33,011,8,31972
1770,109262,"Merrimack County, NH",8390,2016,33,013,7.4,10532
1771,239349,"Rockingham County, NH",14206,2016,33,015,4.2,12681
1772,92587,"Strafford County, NH",8053,2016,33,017,7.7,9094
1773,31385,"Sullivan County, NH",2625,2016,33,019,9.5,4016
1774,197387,"Atlantic County, NJ",23502,2016,34,001,14.2,37734
1775,713966,"Bergen County, NJ",65960,2016,34,003,6.9,63789
1776,345568,"Burlington County, NJ",20360,2016,34,005,6.2,27083
1777,395994,"Camden County, NJ",32981,2016,34,007,12,60385
1778,63631,"Cape May County, NJ",5824,2016,34,009,11.9,10964
1779,107185,"Cumberland County, NJ",14695,2016,34,011,18.4,26321
1780,595092,"Essex County, NJ",82345,2016,34,013,16.3,126492
1781,231831,"Gloucester County, NJ",13950,2016,34,015,7.8,22402
1782,511733,"Hudson County, NJ",83679,2016,34,017,15.6,104660
1783,96478,"Hunterdon County, NJ",4790,2016,34,019,4.5,5431
1784,273352,"Mercer County, NJ",26707,2016,34,021,11.1,39066
1785,640149,"Middlesex County, NJ",60638,2016,34,023,8.6,69642
1786,480986,"Monmouth County, NJ",38177,2016,34,025,7.1,43866
1787,390330,"Morris County, NJ",23232,2016,34,027,5.4,26615
1788,423117,"Ocean County, NJ",34389,2016,34,029,11,64493
1789,371628,"Passaic County, NJ",57808,2016,34,031,17.2,85671
1790,47232,"Salem County, NJ",4069,2016,34,033,12.6,7868
1791,266290,"Somerset County, NJ",16720,2016,34,035,5.2,17318
1792,112410,"Sussex County, NJ",6875,2016,34,037,6,8460
1793,417988,"Union County, NJ",57638,2016,34,039,10.6,58425
1794,80644,"Warren County, NJ",7008,2016,34,041,8.3,8708
1795,509711,"Bernalillo County, NM",54217,2016,35,001,16.2,107909
1796,1975,"Catron County, NM",193,2016,35,003,23.2,810
1797,47269,"Chaves County, NM",6608,2016,35,005,22,13974
1798,18348,"Cibola County, NM",2599,2016,35,006,26.9,6712
1799,8044,"Colfax County, NM",836,2016,35,007,21.4,2525
1800,38404,"Curry County, NM",4426,2016,35,009,18.9,9216
1801,1114,"DeBaca County, NM",212,2016,35,011,21.2,378
1802,153893,"Dona Ana County, NM",22842,2016,35,013,25.6,53719
1803,45186,"Eddy County, NM",4000,2016,35,015,15.2,8674
1804,18886,"Grant County, NM",1594,2016,35,017,22.8,6308
1805,2685,"Guadalupe County, NM",261,2016,35,019,25.1,955
1806,416,"Harding County, NM",42,2016,35,021,14.3,95
1807,2990,"Hidalgo County, NM",362,2016,35,023,26.7,1129
1808,53081,"Lea County, NM",7289,2016,35,025,18,12179
1809,12062,"Lincoln County, NM",1798,2016,35,027,18.2,3500
1810,14543,"Los Alamos County, NM",474,2016,35,028,4,720
1811,16143,"Luna County, NM",2587,2016,35,029,27.6,6601
1812,54895,"McKinley County, NM",10861,2016,35,031,34.4,25540
1813,3010,"Mora County, NM",357,2016,35,033,25.2,1130
1814,46087,"Otero County, NM",6252,2016,35,035,20.5,12945
1815,5704,"Quay County, NM",560,2016,35,037,24.6,2044
1816,28678,"Rio Arriba County, NM",3920,2016,35,039,22.5,8953
1817,13606,"Roosevelt County, NM",1830,2016,35,041,22.3,4006
1818,106507,"Sandoval County, NM",11780,2016,35,043,14.5,20441
1819,83193,"San Juan County, NM",13546,2016,35,045,17.4,19749
1820,19279,"San Miguel County, NM",2009,2016,35,047,25.7,6856
1821,98661,"Santa Fe County, NM",14723,2016,35,049,14,20463
1822,6366,"Sierra County, NM",730,2016,35,051,27,2940
1823,11714,"Socorro County, NM",1635,2016,35,053,25.4,4181
1824,21452,"Taos County, NM",3307,2016,35,055,22.4,7354
1825,10386,"Torrance County, NM",1253,2016,35,057,27.3,4001
1826,2447,"Union County, NM",270,2016,35,059,20.1,705
1827,54891,"Valencia County, NM",6592,2016,35,061,18.6,13746
1828,235266,"Albany County, NY",10741,2016,36,001,12.1,35585
1829,32723,"Allegany County, NY",1936,2016,36,003,18.4,7836
1830,1124734,"Bronx County, NY",116497,2016,36,005,28.6,405516
1831,143012,"Broome County, NY",8158,2016,36,007,16.5,30417
1832,57459,"Cattaraugus County, NY",4441,2016,36,009,14.6,11014
1833,57276,"Cayuga County, NY",3361,2016,36,011,12.5,9236
1834,95132,"Chautauqua County, NY",5619,2016,36,013,19.2,23921
1835,63982,"Chemung County, NY",3076,2016,36,015,15.2,12390
1836,36663,"Chenango County, NY",1985,2016,36,017,15.2,7248
1837,58022,"Clinton County, NY",3798,2016,36,019,14.4,10701
1838,43489,"Columbia County, NY",2991,2016,36,021,12.7,7519
1839,35383,"Cortland County, NY",1702,2016,36,023,16.4,7230
1840,30928,"Delaware County, NY",2160,2016,36,025,17.5,7613
1841,219411,"Dutchess County, NY",12198,2016,36,027,9.2,25588
1842,709304,"Erie County, NY",33803,2016,36,029,14.2,126912
1843,26404,"Essex County, NY",1491,2016,36,031,12.6,4532
1844,34453,"Franklin County, NY",2434,2016,36,033,18.4,8235
1845,40492,"Fulton County, NY",2528,2016,36,035,15,7878
1846,44205,"Genesee County, NY",2472,2016,36,037,11.4,6475
1847,32922,"Greene County, NY",2001,2016,36,039,16.4,7278
1848,3009,"Hamilton County, NY",217,2016,36,041,10.2,463
1849,46963,"Herkimer County, NY",2585,2016,36,043,16.3,9968
1850,87307,"Jefferson County, NY",5656,2016,36,045,15.3,16468
1851,2063802,"Kings County, NY",198931,2016,36,047,20.6,535092
1852,20744,"Lewis County, NY",1307,2016,36,049,15.8,4191
1853,45854,"Livingston County, NY",2210,2016,36,051,13.9,8072
1854,52533,"Madison County, NY",2682,2016,36,053,11.1,7421
1855,576087,"Monroe County, NY",29587,2016,36,055,14.7,106742
1856,37470,"Montgomery County, NY",2372,2016,36,057,19.9,9610
1857,1066983,"Nassau County, NY",56454,2016,36,059,6.1,82192
1858,1265655,"New York County, NY",85635,2016,36,061,17.2,274651
1859,162560,"Niagara County, NY",8540,2016,36,063,12.6,26152
1860,170234,"Oneida County, NY",8892,2016,36,065,16.3,35553
1861,358429,"Onondaga County, NY",19703,2016,36,067,14.6,65822
1862,83108,"Ontario County, NY",3911,2016,36,069,9.6,10240
1863,301037,"Orange County, NY",19544,2016,36,071,12.6,46624
1864,30044,"Orleans County, NY",2053,2016,36,073,15.2,5905
1865,91161,"Oswego County, NY",5083,2016,36,075,17.2,19549
1866,41095,"Otsego County, NY",2670,2016,36,077,14.7,8124
1867,78356,"Putnam County, NY",3959,2016,36,079,6,5844
1868,1759975,"Queens County, NY",225096,2016,36,081,13.3,307866
1869,123736,"Rensselaer County, NY",6332,2016,36,083,11.6,17978
1870,378364,"Richmond County, NY",21728,2016,36,085,13.2,62030
1871,255187,"Rockland County, NY",17759,2016,36,087,14.4,46260
1872,76094,"St. Lawrence County, NY",5360,2016,36,089,17.5,17225
1873,179566,"Saratoga County, NY",8005,2016,36,091,6.3,14094
1874,120686,"Schenectady County, NY",6130,2016,36,093,11.4,17158
1875,22539,"Schoharie County, NY",1353,2016,36,095,12.7,3802
1876,13478,"Schuyler County, NY",804,2016,36,097,15,2684
1877,24435,"Seneca County, NY",1649,2016,36,099,13.5,4322
1878,73659,"Steuben County, NY",4594,2016,36,101,13.2,12546
1879,1168662,"Suffolk County, NY",74327,2016,36,103,7.6,111341
1880,55403,"Sullivan County, NY",4087,2016,36,105,16.9,12240
1881,37568,"Tioga County, NY",1869,2016,36,107,12.7,6141
1882,74047,"Tompkins County, NY",4429,2016,36,109,18.5,17022
1883,130722,"Ulster County, NY",9049,2016,36,111,13.9,23815
1884,48220,"Warren County, NY",2623,2016,36,113,11.7,7479
1885,45248,"Washington County, NY",2636,2016,36,115,11.1,6479
1886,70690,"Wayne County, NY",3992,2016,36,117,10.4,9296
1887,739377,"Westchester County, NY",61342,2016,36,119,10,95327
1888,28835,"Wyoming County, NY",1632,2016,36,121,10,3701
1889,17288,"Yates County, NY",1816,2016,36,123,14.1,3340
1890,111025,"Alamance County, NC",17976,2016,37,001,16.1,25014
1891,24970,"Alexander County, NC",3705,2016,37,003,15,5401
1892,6629,"Alleghany County, NC",1339,2016,37,005,20.6,2203
1893,15990,"Anson County, NC",2437,2016,37,007,25.1,5716
1894,16901,"Ashe County, NC",3251,2016,37,009,16.1,4307
1895,9375,"Avery County, NC",2126,2016,37,011,19.7,2985
1896,31632,"Beaufort County, NC",4734,2016,37,013,19,8925
1897,12273,"Bertie County, NC",1797,2016,37,015,24.4,4438
1898,22089,"Bladen County, NC",4408,2016,37,017,26.4,8794
1899,76098,"Brunswick County, NC",13022,2016,37,019,13.8,17406
1900,179171,"Buncombe County, NC",22904,2016,37,021,13.5,33631
1901,60166,"Burke County, NC",9950,2016,37,023,17.7,15310
1902,157763,"Cabarrus County, NC",17123,2016,37,025,11,21980
1903,56416,"Caldwell County, NC",9097,2016,37,027,17.1,13697
1904,7925,"Camden County, NC",909,2016,37,029,8.7,902
1905,45817,"Carteret County, NC",6452,2016,37,031,12.3,8321
1906,14695,"Caswell County, NC",2227,2016,37,033,19.7,4265
1907,111671,"Catawba County, NC",16641,2016,37,035,12.7,19537
1908,46241,"Chatham County, NC",7245,2016,37,037,11.7,8384
1909,16854,"Cherokee County, NC",3073,2016,37,039,18.4,5057
1910,9533,"Chowan County, NC",1311,2016,37,041,18.9,2665
1911,6430,"Clay County, NC",1147,2016,37,043,15.3,1647
1912,68478,"Cleveland County, NC",9372,2016,37,045,20.6,19594
1913,36339,"Columbus County, NC",6341,2016,37,047,24.6,13110
1914,70500,"Craven County, NC",9529,2016,37,049,15.3,15047
1915,249234,"Cumberland County, NC",30261,2016,37,051,18.8,59570
1916,19181,"Currituck County, NC",2552,2016,37,053,10.2,2616
1917,24927,"Dare County, NC",3685,2016,37,055,10.9,3909
1918,117249,"Davidson County, NC",17556,2016,37,057,15.4,25150
1919,29456,"Davie County, NC",4131,2016,37,059,11.6,4820
1920,38522,"Duplin County, NC",9679,2016,37,061,21.3,12418
1921,224591,"Durham County, NC",33038,2016,37,063,16.1,47269
1922,37482,"Edgecombe County, NC",5104,2016,37,065,23.9,12514
1923,266930,"Forsyth County, NC",37955,2016,37,067,17.5,62994
1924,45755,"Franklin County, NC",6878,2016,37,069,15.3,9624
1925,160223,"Gaston County, NC",20736,2016,37,071,15.7,33562
1926,8246,"Gates County, NC",1055,2016,37,073,15.2,1731
1927,5453,"Graham County, NC",1096,2016,37,075,19.9,1675
1928,40606,"Granville County, NC",5419,2016,37,077,15.2,8403
1929,12532,"Greene County, NC",2791,2016,37,079,23.7,4422
1930,381735,"Guilford County, NC",49069,2016,37,081,18.3,92205
1931,34645,"Halifax County, NC",5495,2016,37,083,27,13595
1932,97917,"Harnett County, NC",14048,2016,37,085,16.1,20400
1933,40484,"Haywood County, NC",5223,2016,37,087,15.9,9545
1934,72940,"Henderson County, NC",12077,2016,37,089,12.2,13707
1935,15109,"Hertford County, NC",1998,2016,37,091,26.1,5612
1936,39739,"Hoke County, NC",7693,2016,37,093,19.5,10177
1937,3244,"Hyde County, NC",541,2016,37,095,22.3,1067
1938,128568,"Iredell County, NC",17695,2016,37,097,10.6,18166
1939,25471,"Jackson County, NC",5437,2016,37,099,20.9,8051
1940,143965,"Johnston County, NC",21382,2016,37,101,13.2,25065
1941,6438,"Jones County, NC",1034,2016,37,103,21.5,2088
1942,42119,"Lee County, NC",7231,2016,37,105,16.9,9869
1943,39307,"Lenoir County, NC",6385,2016,37,107,20.6,11637
1944,59822,"Lincoln County, NC",7455,2016,37,109,12.7,10179
1945,30517,"McDowell County, NC",4846,2016,37,111,18.4,8050
1946,20652,"Macon County, NC",4120,2016,37,113,16.4,5585
1947,13972,"Madison County, NC",1966,2016,37,115,18.8,3786
1948,15768,"Martin County, NC",2070,2016,37,117,22.5,5175
1949,817651,"Mecklenburg County, NC",112129,2016,37,119,12.3,127889
1950,9786,"Mitchell County, NC",1507,2016,37,121,16.4,2444
1951,17796,"Montgomery County, NC",3245,2016,37,123,21.4,5655
1952,64127,"Moore County, NC",8367,2016,37,125,11.4,10766
1953,66786,"Nash County, NC",8957,2016,37,127,16.5,15151
1954,161262,"New Hanover County, NC",19802,2016,37,129,17.3,37472
1955,12697,"Northampton County, NC",1739,2016,37,131,22.4,4319
1956,140303,"Onslow County, NC",14932,2016,37,133,13.7,23670
1957,104583,"Orange County, NC",11942,2016,37,135,12.8,17049
1958,7412,"Pamlico County, NC",1144,2016,37,137,18.5,2230
1959,27430,"Pasquotank County, NC",3743,2016,37,139,17,6395
1960,41289,"Pender County, NC",6380,2016,37,141,15,8683
1961,8620,"Perquimans County, NC",1221,2016,37,143,16.9,2239
1962,27786,"Person County, NC",3982,2016,37,145,15.4,5962
1963,131125,"Pitt County, NC",18356,2016,37,147,21.5,36594
1964,12539,"Polk County, NC",1767,2016,37,149,14.5,2912
1965,99834,"Randolph County, NC",18029,2016,37,151,14.4,20481
1966,31054,"Richmond County, NC",4944,2016,37,153,24.9,10900
1967,89600,"Robeson County, NC",20165,2016,37,155,27.8,35835
1968,63197,"Rockingham County, NC",9937,2016,37,157,18.1,16352
1969,97935,"Rowan County, NC",14309,2016,37,159,16.5,22283
1970,44710,"Rutherford County, NC",7246,2016,37,161,18.6,12096
1971,41646,"Sampson County, NC",9629,2016,37,163,19.6,12114
1972,23067,"Scotland County, NC",3575,2016,37,165,27.6,9033
1973,42376,"Stanly County, NC",5803,2016,37,167,13.1,7733
1974,32300,"Stokes County, NC",4280,2016,37,169,12.4,5664
1975,48736,"Surry County, NC",8631,2016,37,171,17,12102
1976,9383,"Swain County, NC",2074,2016,37,173,16.7,2357
1977,19733,"Transylvania County, NC",3200,2016,37,175,16.6,5415
1978,2242,"Tyrrell County, NC",472,2016,37,177,27.3,966
1979,179051,"Union County, NC",19618,2016,37,179,9,20266
1980,31387,"Vance County, NC",4452,2016,37,181,24.2,10552
1981,835285,"Wake County, NC",84547,2016,37,183,9.2,94001
1982,12034,"Warren County, NC",2396,2016,37,185,26.4,4999
1983,8082,"Washington County, NC",1180,2016,37,187,26.1,3147
1984,35012,"Watauga County, NC",5337,2016,37,189,24.3,11717
1985,86822,"Wayne County, NC",15016,2016,37,191,20.6,24889
1986,45703,"Wilkes County, NC",8009,2016,37,193,16.8,11378
1987,57037,"Wilson County, NC",8978,2016,37,195,22.3,17798
1988,25843,"Yadkin County, NC",4354,2016,37,197,14,5202
1989,11309,"Yancey County, NC",1896,2016,37,199,19.1,3350
1990,1570,"Adams County, ND",149,2016,38,001,9.6,216
1991,7557,"Barnes County, ND",681,2016,38,003,10.9,1137
1992,4958,"Benson County, ND",839,2016,38,005,29.4,1961
1993,674,"Billings County, ND",85,2016,38,007,8.9,83
1994,4461,"Bottineau County, ND",482,2016,38,009,11.1,701
1995,2381,"Bowman County, ND",224,2016,38,011,8.2,262
1996,1636,"Burke County, ND",167,2016,38,013,9,196
1997,73162,"Burleigh County, ND",4671,2016,38,015,7.2,6505
1998,141726,"Cass County, ND",9179,2016,38,017,10.7,18151
1999,2548,"Cavalier County, ND",248,2016,38,019,9.7,364
2000,3530,"Dickey County, ND",355,2016,38,021,10.9,527
2001,1655,"Divide County, ND",187,2016,38,023,10,231
2002,3282,"Dunn County, ND",466,2016,38,025,9.8,420
2003,1605,"Eddy County, ND",174,2016,38,027,10.1,229
2004,2152,"Emmons County, ND",277,2016,38,029,13.9,455
2005,2395,"Foster County, ND",186,2016,38,031,8.9,287
2006,1299,"Golden Valley County, ND",112,2016,38,033,9.8,173
2007,54877,"Grand Forks County, ND",3947,2016,38,035,13.9,9318
